TranslatedRecipeName,Spice Tolerance,Dietary Preference
Mixed Sprouts Sabzi Recipe,Spicy,Vegetarian
Baked Muesli Tart with Strawberry Yogurt and Chia Seeds Recipe,Non-Spicy,Non-Vegetarian
Banoffee Pie Recipe,Spicy,Vegetarian
Himachal Style Khatta Jimikand Recipe - Spicy Tangy Yam,Spicy,Vegetarian
Tulsi and Betel Leaves Rasam Recipe - Tulsi and Betel Leaves Rasam Recipe,Spicy,Vegetarian
Prawn Ghee Roast Recipe,Spicy,Non-Vegetarian
Rosemary Roasted Potatoes And Pepper Salad Recipe,Spicy,Vegetarian
Baked Roasted Vegetable Lasagna Recipe With Low Fat Cheese & Oat Sauce,Non-Spicy,Vegetarian
Dharwad Peda Recipe,Non-Spicy,Vegetarian
Chickpea Coconut Milk Curry Recipe,Spicy,Vegetarian
Vegan Kofta Curry Recipe,Spicy,Vegetarian
Chana Dal Chutney Recipe,Spicy,Vegetarian
Coriander Prawn Cakes Recipe,Spicy,Non-Vegetarian
Delicious Skillet Plum Cake Recipe,Spicy,Non-Vegetarian
Sweet Potato Dal Recipe,Spicy,Vegetarian
Beetroot Millet Paniyaram Recipe,Non-Spicy,Vegetarian
Nutty Oats Almond Truffle Recipe - A Healthy Snack,Non-Spicy,Vegetarian
Chicken and Mushroom Pot Pie Recipe,Spicy,Non-Vegetarian
Lentil Sauce Recipe - Stewed Coconut Milk Sauce,Spicy,Vegetarian
Tandoori Aloo Gobi Kathi Roll Recipe - Spicy Aloo Gobi Frankie,Spicy,Vegetarian
Roasted Potatoes & Zucchini Bake Recipe In A Creamy Parsley Sauce,Spicy,Vegetarian
Spiced Whole Wheat Carrot Cake Recipe,Non-Spicy,Non-Vegetarian
Grilled Tangy Lime Salmon Steak Recipe,Spicy,Non-Vegetarian
Bihari Shakarkand Bhujia Recipe - Spicy Sweet Potato Sabzi,Spicy,Vegetarian
Egg White Spinach Omelette Recipe With Garlic & Oregano,Spicy,Non-Vegetarian
No Onion No Garlic Spiced Apple Tomato Curry Recipe,Spicy,Vegetarian
Homemade Spicy Ramen with Tofu Recipe,Spicy,Vegetarian
Ambul Polos Curry - Sri Lankan Jack Fruit Curry Recipe With Pol Sambol,Spicy,Vegetarian
Stuffed Gilka Recipe (Maharashtrian Style Stuffed Silk Squash),Spicy,Vegetarian
Drumstick Spinach Juice Recipe,Spicy,Vegetarian
Palak Paneer Recipe - Palak Paneer Recipe,Spicy,Vegetarian
Broken Wheat Upma Or Dalia Khichdi Recipe for Babies & Toddlers,Non-Spicy,Vegetarian
Name Cucumber Salad Recipe - Quickcomber sausage,Spicy,Vegetarian
Crispy Vegetable Recipe - Crispy Bhujia,Spicy,Vegetarian
Dried Neem Flower Flavored Rice (Recipe in Hindi),Spicy,Vegetarian
Cauliflower Croquettes Recipe,Spicy,Non-Vegetarian
Broccoli And Aloo Poriyal Recipe - South Indian Broccoli And Potato Stir Fry,Spicy,Vegetarian
Hot and Spicy Chicken Curry Noodles Recipe,Spicy,Non-Vegetarian
Nendra Pazham Pulissery Recipe - Ayurvedic Recipe,Spicy,Vegetarian
Spinach Coriander Dosa Recipe - Spinach and Coriander Dosa Recipe,Spicy,Vegetarian
Rosemary And Thyme Chicken Recipe,Spicy,Non-Vegetarian
Akoori with Green Peas Recipe (Parsi Style Scrambled Eggs with Green Peas),Spicy,Non-Vegetarian
Mishti Doi Recipe - Traditional Bengali Sweet Yogurt,Non-Spicy,Vegetarian
Whole Wheat Flour Murukku Recipe,Spicy,Vegetarian
Indian Beaten Coffee Recipe | Dalgona Coffee,Spicy,Vegetarian
Coriander and Coconut Chutney Recipe - Green Coriander And Coconut Chutney (Recipe (In Hindi),Spicy,Vegetarian
Lauki Badi Ki Sabzi (Recipe In Hindi),Spicy,Vegetarian
Guilt Free Coconut Barfi Recipe,Non-Spicy,Vegetarian
Kerala Chicken Curry Recipe With Freshly Ground Spices,Spicy,Non-Vegetarian
 Fulkopir Paturi Recipe,Spicy,Vegetarian
Apple Tart with Puff Pastry Recipe (Open Pie),Non-Spicy,Vegetarian
Broccoli Soup Recipe - For Babies/Toddlers above 7 months,Spicy,Vegetarian
Karnataka Special Huli Tovve Recipe,Spicy,Vegetarian
Garlic Tikki Recipe,Spicy,Vegetarian
Baked Fish Crisps Recipe (Fish Fry In Oven),Spicy,Non-Vegetarian
Left Over Vadai Upma Recipe,Spicy,Vegetarian
Hyderabadi Chand Biscuits Recipe,Spicy,Vegetarian
Mullu Murukku Recipe - Mullu Murukku Recipe,Spicy,Vegetarian
Prawns Fried Rice Recipe,Spicy,Non-Vegetarian
Homemade Vada Pav Recipe With Spinach Corn Tikki,Spicy,Non-Vegetarian
Carrot Pulao Recipe - Carrot Rice (Recipe),Spicy,Vegetarian
Gur Paare Recipe (A traditional Punjabi Wedding Sweet),Spicy,Vegetarian
Spinach & Garlic Potato Patties Recipe,Spicy,Vegetarian
Pumpkin Peas Palya Recipe,Spicy,Vegetarian
Thandai Srikhand Tart Recipe,Spicy,Vegetarian
Masala Dosa Recipe With Red Chutney - Masala Dosa With Red Chutney Recipe,Spicy,Vegetarian
Palak (Spinach) Puri Recipe,Spicy,Vegetarian
Peas and Peel Vegetables (Peas & Peel Stir Fry Recipe),Spicy,Vegetarian
Spinach Thalipeeth Recipe,Spicy,Vegetarian
Paneer Satay Recipe,Spicy,Vegetarian
Pumpkin Almond Recipe - Ach Gert Surri With Dal,Spicy,Vegetarian
Taiwanese Pineapple Cake Recipe - Shortcrust Pastry Cake,Spicy,Non-Vegetarian
Grilled lentil recipe,Spicy,Vegetarian
Chettinad Vengaya Kosu Recipe (Spicy Curry from Chettinad Cuisine),Spicy,Vegetarian
Greek Style Spinach Spanakopita Recipe,Spicy,Vegetarian
Lauki Burfi With Paneer Recipe - Bottle Gourd Fudge With Cottage Cheese,Non-Spicy,Vegetarian
Menthi Aaku Badeela Koora Recipe - Besan Muthia Cooked With Methi Leaves,Spicy,Vegetarian
Microwaved Egg-Omelette-In-A-Mug Recipe,Spicy,Non-Vegetarian
Sesame Kameer Good Ride (Orange Khair),Non-Spicy,Vegetarian
Green Pea Pakoras Recipe - Green Pea Freighters,Spicy,Vegetarian
Sooji Halwa Breakfast Bowl Recipe,Spicy,Vegetarian
Banana Digestive Pudding Recipe With Pistachios,Non-Spicy,Vegetarian
Chawli Ki Phali & Aloo Sabzi Recipe,Spicy,Vegetarian
Karnataka Style Gasagase Payasa Recipe- Poppy seed Payasam,Spicy,Vegetarian
Meethe Chawal Recipe - Zarda Pulao,Non-Spicy,Vegetarian
Navratan Korma Recipe,Spicy,Vegetarian
Malpua Recipe with Rabri (A Spiced Indian Pancake with Milk Pudding),Non-Spicy,Vegetarian
Mexican Style Omelette With Avocado Dressing Recipe,Spicy,Non-Vegetarian
Bavarian Mushroom Sauce Recipe,Spicy,Vegetarian
Paneer Mushroom Stuffed Spinach Wrap Flavoured With Prunes,Spicy,Vegetarian
Karpooravalli Chutney Recipe (Tamil Nadu Chutney With Big Thyme),Spicy,Vegetarian
Star Trek Curry Recipe (Parsi Steel Vegetable Curry),Spicy,Vegetarian
Chicken With Mushroom Sauce Recipe,Spicy,Non-Vegetarian
Goan Chicken Vindaloo Recipe,Spicy,Non-Vegetarian
Indo Chinese Hot and Sour Spinach Soup Recipe,Spicy,Vegetarian
Kashmiri Kokur T Nadir Recipe-Chicken and Lotus Stem Curry,Spicy,Non-Vegetarian
Spicy Chickpea Tacos Recipe With Indian Twist,Spicy,Vegetarian
Nepalese Style Dhal Bhat Recipe,Spicy,Vegetarian
Ginger Sesame Chicken With Bok Choy And Mushrooms Recipe,Spicy,Non-Vegetarian
Murungakkai Mor Kuzhambu Recipe-Drumstick Buttermilk Curry,Spicy,Vegetarian
Parsi Style Lagan Sara Istew Recipe - Rich Sweet Assorted Vegetable Curry,Spicy,Vegetarian
Arunachal Pradesh Zan Recipe - Finger Millet Porridge with Vegetables Recipe,Spicy,Vegetarian
Green Chana Chutney (Green Chickpea Chutney) Recipe,Spicy,Vegetarian
Mixed Beans Vegetable Pulao Recipe,Spicy,Non-Vegetarian
Pacha Manga Pachadi Recipe - Raw Mango Pachadi,Spicy,Vegetarian
Odiya Style Chana Dal With Potato & Pumpkin Curry Recipe,Spicy,Vegetarian
Black Pepper Singhada Vegetable Recipe,Spicy,Vegetarian
Puli Upma Recipe - Tamarind & Reese Rao Upma,Spicy,Vegetarian
Whole Wheat Eggless Cinnamon & Raisin Swirl Bread Recipe,Non-Spicy,Vegetarian
Egg Pulao Recipe,Spicy,Non-Vegetarian
Methi Muthiya (Wheat Flour And Fenugreek Dumplings) Recipe,Spicy,Vegetarian
High Protein Spinach Basil & Cheese Omelette Recipe,Spicy,Non-Vegetarian
Mixed Vegetable Sagu Recipe - Karnataka Style Vegetable Kurma Recipe,Spicy,Vegetarian
Mexican Lime Chicken Recipe,Non-Spicy,Non-Vegetarian
Andhra Style Cucumbers / Caramel Undalu Recipe (Rice Flour Chochonuth Fritters),Spicy,Vegetarian
Makhane vegetable recipe,Spicy,Vegetarian
Szechuan Vegetarian Fried Rice,Spicy,Vegetarian
Achari Gobi Shimla Mirch Ki Sabzi Recipe - Capsicum And Cauliflower Sabzi,Spicy,Vegetarian
Carrot and Oats  Whole Wheat Bread Recipe,Non-Spicy,Non-Vegetarian
Chole Biryani Recipe - Spicy Chana Biryani  Recipe,Spicy,Vegetarian
Herbed Butter Garlic Quinoa Recipe,Spicy,Vegetarian
Rajgira Paneer Paratha Recipe (Navratri Fasting/Vrat Recipe),Spicy,Vegetarian
Grilled Paneer Pineapple Sandwich Recipe,Spicy,Vegetarian
Oats and Vegetable Kebab Recipe - Oats and Vegetable Kebab Recipe,Spicy,Vegetarian
Strawberry Chocolate Loaf Cake Recipe,Non-Spicy,Vegetarian
Cheddar Beer Bread Recipe - Cheesy Bread Recipe,Spicy,Vegetarian
Healthy Fruit & Nut Watermelon Dessert Recipe With Greek Yogurt,Spicy,Vegetarian
Tandoori Potatoes Recipe,Spicy,Vegetarian
Mango Kalakand Recipe,Non-Spicy,Vegetarian
Sesame Noodles Recipe With Napa Cabbage,Spicy,Vegetarian
Bengali Potol Bhaj Recipe-Bengali Steel Parwal Sabzi,Spicy,Vegetarian
Kerala Style Arabic Vegetable Recipe - Kerala Style Arbi Curry,Spicy,Vegetarian
Duration Special Nihari Recipe,Spicy,Non-Vegetarian
Cabbage Onion Vada Recipe,Spicy,Vegetarian
Cantonese Chicken With Mushrooms Recipe,Spicy,Non-Vegetarian
Goan Style Banana Halwa Recipe (Kelyacho Halwo),Non-Spicy,Vegetarian
Chocolate Coffee Sticky Cake Recipe,Spicy,Non-Vegetarian
Chole Capsicum Masala Recipe - Chole Capsicum Masala Recipe,Spicy,Vegetarian
Carrot Tadka Raita Recipe- Crunchy Grated Carrot In Yogurt,Spicy,Vegetarian
Besan Arbi Roast Recipe - Spicy Colocasia Stir Fry,Spicy,Vegetarian
Carrot and Capsicum Rice Recipe - Carrot and Capsicum Rice,Spicy,Vegetarian
Senai Potato Curry Recipe - Spicy Chettinad Style Yum Stir Pre,Spicy,Vegetarian
"Date, Nuts And Quinoa Energy Bite Recipe",Non-Spicy,Vegetarian
 Gavarfali Ki Sukhi Sabzi (Recipe In Hindi),Spicy,Vegetarian
Mullangi Curry Recipe,Spicy,Vegetarian
Dum Pukht Gosht Recipe - Slow Cooked Mutton Curry,Spicy,Non-Vegetarian
Idli Manchurian Recipe With Oriental Twist,Spicy,Vegetarian
Konkani Style Avnas Ambe Sasam Recipe-Fruit Salad with Coconut,Spicy,Vegetarian
Kakdi Chi Koshimbir Recipe - Maharashtrian Style Cucumber Salad,Spicy,Vegetarian
Chatpati Sattu Ki Kachori Recipe - Kachori Stuffed with Sattu and Pickle,Spicy,Vegetarian
Foxtail Millet Pongal Recipe,Spicy,Vegetarian
Shepuchi Bhaji Recipe (Stir Fried Maharashtrian Suva/Dill Greens),Spicy,Vegetarian
Bhindi and Capsicum Sabzi Recipe,Spicy,Vegetarian
Oats Ven Pongal Recipe,Spicy,Vegetarian
Kerala Style Chicken Chatti Pathiri Recipe,Spicy,Non-Vegetarian
Black Eyed Peas Masala Vadas Recipe,Spicy,Vegetarian
Nawabi Paneer Curry Recipe - Nawabi Paneer Curry Recipe,Spicy,Vegetarian
Broccoli Chilli Noodles With Grilled Salmon Recipe,Spicy,Non-Vegetarian
Palak Pulao Recipe,Spicy,Vegetarian
Roasted Garlic Potato Soup Recipe,Spicy,Vegetarian
Vegetable Filled Souffle Recipe,Spicy,Non-Vegetarian
Vegetarian Hakka Noodles Recipe - Vegetarian Hakka Noodles Recipe,Spicy,Vegetarian
Mysore Chutney Recipe,Spicy,Vegetarian
Ragi Halwa Recipe | Healthy Indian Sweet Made With Ragi,Spicy,Vegetarian
Indian Festive Sweet Rice And Jamun Bhog Recipe,Spicy,Vegetarian
Raw Tomato Chutney Recipe,Spicy,Vegetarian
Raw Banana Raita Recipe,Spicy,Vegetarian
Vegan Burger Recipe With Beans And Tofu Patty,Spicy,Vegetarian
Bengali Style Kucho Nimki Recipe (Diamond Shaped Salty Snacks),Spicy,Vegetarian
Tzatziki Recipe - A Greek Yogurt Dip,Spicy,Vegetarian
 Crispy Palak Pakora Recipe,Spicy,Vegetarian
Malabar Mutton Biryani Recipe,Spicy,Non-Vegetarian
Thalicha Thayir Sadam Recipe - Spicy Seasoned Curd Rice,Spicy,Vegetarian
Eggless Fudgy Chocolate Chunk Brownie Recipe,Non-Spicy,Vegetarian
Marwadi Gatte Ki Kadhi Recipe - Gram Flour Dumpling In Yogurt Curry,Spicy,Vegetarian
Whole Wheat Flour Chakli Recipe,Spicy,Vegetarian
Raw Mango Dal Fry Recipe,Spicy,Vegetarian
KhiraSaku ( Odiya Style Rice Pan Cake) Recipe,Non-Spicy,Vegetarian
Maharashtrian Goda Masala Powder Recipe,Spicy,Vegetarian
 Assamese Fish Fried Rice (Recipe In Hindi),Non-Spicy,Non-Vegetarian
Chatpata Rajma Salad Recipe - Kidney Beans Salad Recipe,Spicy,Non-Vegetarian
Odisha Style Aloo Husband Recipe -Aloo Mash Sabeeji,Spicy,Vegetarian
Kashmiri Style Bharit Marchavangun Recipe-Stuffed Chillies,Spicy,Vegetarian
Karwar Style Bibya Usal Recipe (Spiced Cashew Nut Sabzi),Spicy,Vegetarian
Chocolate Banana Smoothie Bowl Recipe,Non-Spicy,Vegetarian
Rava Vada Recipe,Spicy,Vegetarian
Mushroom Caldine Recipe | Vegetarian Goan Mushroom Curry,Spicy,Vegetarian
Thai Ice Tea Recipe,Non-Spicy,Vegetarian
Awadhi Style Karela Ka Dulma Recipe - Stuffed Bitter Gourd In Yogurt Gravy,Spicy,Vegetarian
 Tamarind Ginger Chutney,Spicy,Vegetarian
Whole Masala Gobhi Recipe - Spiced Whole Roasted Cauliflower Masala,Spicy,Vegetarian
Konkani Style Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry,Spicy,Vegetarian
Karachi Biscuits Recipe,Non-Spicy,Vegetarian
 Malvani Masala Powder Recipe,Spicy,Vegetarian
Padipe Saasmi Recipe - Udupi Style Amaranth Leaves Curry With Coconut & Tamarind,Spicy,Vegetarian
Bengali Style Cholar Dal Recipe-Chana Dal,Spicy,Vegetarian
Savory Flax Seed Multigrain Crackers Recipe,Spicy,Vegetarian
Broccoli & Bell Pepper Zunka Recipe,Spicy,Vegetarian
Stuffed Omelette Recipe With Cheesy Garlic Mushroom & Corn,Spicy,Non-Vegetarian
Vegetarian Sloppy Joe Recipe,Spicy,Vegetarian
Bengali Beetroot And Raw Banana Chop Recipe (Spiced Cutlet Recipe),Spicy,Vegetarian
Quick and Easy Bread Upma Recipe,Spicy,Vegetarian
Vegan Baingan Makhani Recipe (Eggplant In Rich Coconut Gravy),Spicy,Non-Vegetarian
Thandai Kulfi Recipe - Holi Recipe,Spicy,Vegetarian
Crispy Eggless Pinwheels Bread Recipe,Spicy,Vegetarian
Watalappan Recipe - Steamed Egg Pudding With Jaggery,Non-Spicy,Non-Vegetarian
Calcutta Style Ghugni Recipe-Tangy Yellow Peas Curry,Spicy,Vegetarian
Karantaka Style Seke Undlaka/ Undlige Recipe (Mini steamed sweet dumplings Recipe),Spicy,Vegetarian
Homemade Easy Gulab Jamun Recipe - Delicious & Tasty,Spicy,Vegetarian
Aamras Ki Kadhi Recipe - Mango Kadhi Recipe,Spicy,Vegetarian
Kerala Pazham Pori Recipe - Banana Fritters Recipe | Nedra Pazham Fry,Spicy,Vegetarian
Mexican Taco Recipe With Spicy Tofu Crumble,Spicy,Vegetarian
Rava Ladoo Recipe | Sooji Laddu Recipe,Spicy,Vegetarian
Mixed Millet Phulka Recipe - Ragi Jowar Bajra Wheat Phulka,Spicy,Vegetarian
Pavakka Theeyal Recipe - Spicy & Tangy Karela In Tamarind Gravy,Spicy,Vegetarian
Parsi Salli Boti Recipe,Spicy,Non-Vegetarian
Smoked Tandoori Paneer Tikka Recipe,Spicy,Vegetarian
Khatti Meethi Tindora Sabzi Recipe - Gujarati Tindora Nu Shaak,Spicy,Vegetarian
Chettinad Style Chilli Gobhi Recipe,Spicy,Vegetarian
Shandong Spicy Eggplant With Peppers And Potato Recipe (Di San Xian Recipe),Spicy,Non-Vegetarian
Roasted Fennel and Tomato Soup Recipe,Spicy,Vegetarian
Healthy Aloo Roll Recipe (Baked Bread Potato Roll),Spicy,Vegetarian
Chicken Donne Biryani Recipe - Bangalore Shivaji Military Style,Spicy,Non-Vegetarian
Andey Ki Kheer Recipe - Egg White Kheer,Non-Spicy,Non-Vegetarian
Lilve Ki Sabzi Recipe (Green Chickpea Curry),Spicy,Vegetarian
 Tomato Onion Cucumber Raita (Recipe In Hindi),Spicy,Vegetarian
Kothamalli Thovayal Recipe (Dry Coriander Leaves Chutney),Spicy,Vegetarian
 Tomato Noodle Soup Recipe,Spicy,Vegetarian
Cheesy Vegetarian Pizza Muffins Recipe,Spicy,Non-Vegetarian
Ari Pathiri Recipe | Malabar Rice Flatbread Recipe,Non-Spicy,Vegetarian
Amaranth Leaves Khichdi Recipe,Spicy,Vegetarian
Chole Semiya Pulao Recipe - Chickpea Vermicelli Pulao,Spicy,Vegetarian
Farali Pattice Recipe - A Popular Fasting Food,Spicy,Vegetarian
Matar Paneer Galette Recipe,Spicy,Vegetarian
Udupi Red Parboiled Rice Shavige Recipe,Spicy,Vegetarian
 Masala Roti (Recipe in Hindi),Spicy,Vegetarian
Fruit And Nut Lauki Brownies Recipe,Spicy,Vegetarian
Maakhmi Dal Recipe-Sindhi Style Moong Dal,Spicy,Vegetarian
Corn Cheese Balls Recipe,Spicy,Vegetarian
Sorekai Majjige Huli Recipe (Bottle Gourd In Coconut Yogurt Curry Recipe),Spicy,Vegetarian
Dum Murgh Kali Mirch Recipe - Chicken In Rich White Gravy,Spicy,Non-Vegetarian
Paneer Matar Keema Recipe,Spicy,Vegetarian
Palak Onion Kadhi Pakora Recipe,Spicy,Vegetarian
 Dry Navratan Korma (Recipe In Hindi),Spicy,Vegetarian
 Madurai Spicy Tomato Chutney Recipe,Spicy,Vegetarian
Baked Cauliflower Samosa Recipe,Spicy,Vegetarian
Tomato Basil Chicken Recipe,Spicy,Non-Vegetarian
Turai Pyaz Hari Mirch Ki Sabzi Recipe-Ridge Gourd Stir Fry With Green Chili And Onions,Spicy,Vegetarian
Baby Corn Carrot Sabzi Recipe,Spicy,Vegetarian
Moong Dal Dubka Recipe,Spicy,Vegetarian
Cucumber Honey Limeade Recipe,Non-Spicy,Vegetarian
Konkani Style Vengaya Sagle Recipe - Eggplant Drumstick Curry,Spicy,Non-Vegetarian
Kerala Style Fish Curry Recipe,Spicy,Non-Vegetarian
Eggplant Steaks Recipe,Spicy,Non-Vegetarian
Keri Na Gotla Nu Shaak Recipe - Gujarati Style Ripe Mango Curry,Spicy,Vegetarian
Indo Mexican Roasted Vegetable Taco Recipe With Creamy Mayo,Spicy,Non-Vegetarian
Tomato Kurma Recipe - Thakkali Kurma For Biryani & Parotta,Spicy,Vegetarian
Bhojpuri Style Bharbhara Recipe,Spicy,Vegetarian
Maa Ki Dal Recipe - Punjabi Style Black Urad Dal Recipe,Spicy,Non-Vegetarian
Mini Chilli Cheese Aloo Kulcha Recipe,Spicy,Vegetarian
Onion Thepla Recipe,Spicy,Vegetarian
Cauliflower Thoran Recipe (Kerala Style Cauliflower),Spicy,Vegetarian
Atte Ka Halwa Recipe - Whole Wheat Flour Halwa with Khoya,Spicy,Vegetarian
Stuffed Half Moon Shaped Kaju Burfi Recipe,Non-Spicy,Vegetarian
Nellor Kathirikai - Nellor Brinjal Fry Recipe,Spicy,Non-Vegetarian
Jeera Miri Kolambi Recipe - Cumin & Black Pepper Prawns,Spicy,Non-Vegetarian
Savory Waffles With Roasted Peppers In Sun Dried Tomato Pesto Recipe,Spicy,Non-Vegetarian
Chicken Kathi Roll Recipe,Spicy,Non-Vegetarian
Guacamole Stuffed Quesadilla With Mint Mayo Recipe,Spicy,Vegetarian
Bharwa Lauki Recipe In No Onion No Garlic Makhani Gravy,Spicy,Vegetarian
Assamese Narasingh Masor Jhol Recipe (Fish In Curry Leaves Gravy),Spicy,Non-Vegetarian
Shrimp Walnut Bruschetta Recipe Flavored With Cheesy Dip,Spicy,Non-Vegetarian
Kiwi Guava Spritzer Recipe,Spicy,Vegetarian
Soya Chunks Masala in Coconut Milk Recipe,Spicy,Vegetarian
Orange Lemon Tea Cake Recipe,Spicy,Non-Vegetarian
Watermelon Carrot Radish Juice Recipe,Non-Spicy,Vegetarian
Fennel Potato Croquettes With Paneer Recipe,Spicy,Non-Vegetarian
Drumstick Leaves Sabzi With Crushed Peanuts Recipe,Spicy,Vegetarian
Vegetable Lo Mein Recipe,Spicy,Vegetarian
Doddapatre Soppina Chitranna Recipe (Spiced Indian Thyme Rice),Spicy,Vegetarian
Bhindi Masala Gravy Recipe - Ladies Finger In Tomato Onion Gravy,Spicy,Vegetarian
Goan Style French Beans Foogath Recipe,Spicy,Vegetarian
Medu Vada With Onion (Savoury Donuts) Recipe,Spicy,Vegetarian
Coriander Semiya Recipe - Vermicelli Pulao,Spicy,Vegetarian
Mango Chia Seeds Smoothie Topped with Muesli Recipe,Non-Spicy,Vegetarian
Knol Khol Gravy Recipe - Kohlrabi In A Yogurt Based Gravy,Spicy,Vegetarian
Corn Bhel Recipe,Spicy,Vegetarian
Egg And Spinach Breakfast Pizza Recipe,Spicy,Non-Vegetarian
Dal Dhokli Recipe With Sprouted Moong Dal,Spicy,Vegetarian
Ragi Sankati Recipe - Andhra Style Ragi Mudda,Non-Spicy,Vegetarian
Instant Baked Aloo Tikki Recipe,Spicy,Vegetarian
Sukhe Chole Recipe - Dry Masala Chickpeas,Spicy,Vegetarian
Quick and Easy Eggless Whole Wheat Chocolate Cupcake Recipe,Spicy,Vegetarian
Corn and Spinach Whole Wheat Calzone Recipe,Spicy,Vegetarian
Masala Palak Bhurji Recipe,Spicy,Non-Vegetarian
Broccoli & Water Chestnut Soup Recipe,Spicy,Vegetarian
Kadhai Tofu Sabji Recipe,Spicy,Vegetarian
Vrat Ki Kachori Recipe (Savory Buckwheat Paneer Pastry),Spicy,Vegetarian
Jeera Milagu Rasam Recipe  - South Indian Pepper Cumin Rasam,Spicy,Vegetarian
Bengali Style Hilsa Fish In Poppy Seeds & Yogurt Curry Recipe,Spicy,Non-Vegetarian
Malabar Style Dates Pickle Recipe,Spicy,Vegetarian
Carrot Semolina Phirni Recipe,Non-Spicy,Vegetarian
Oil Free Gujarati Undhiyu Recipe - No Onion No Garlic,Spicy,Non-Vegetarian
Karnataka Style Orange Peels Curry Recipe,Spicy,Vegetarian
Kerala Style Chakka Pal Kozhukattai Recipe-Rice Dumpling In Jackfruit flavored Coconut Milk,Non-Spicy,Vegetarian
Dhaba Style Tawa Pulao Recipe - Masala Brown Rice Tawa Pulao,Spicy,Vegetarian
Apple Burfi Recipe,Non-Spicy,Vegetarian
Kerala Style Sugiyan Recipe (Sweet Moong Dal Bondas),Non-Spicy,Vegetarian
Makki Ki Baked Mathri Recipe (Baked Cornmeal Flaky Biscuit),Spicy,Vegetarian
Khara Bhath Recipe-South Indian Rava Bhath,Spicy,Vegetarian
Hyderabadi Chicken Shikampuri Kebab Recipe,Spicy,Non-Vegetarian
Kadai Broccoli Masala Recipe - Broccoli Cooked With Indian Spices,Spicy,Vegetarian
Bhindi Raita Recipe (Okra Salad),Spicy,Vegetarian
Chana Methi Dal Recipe - Fenugreek & Split Bengal Gram Curry,Spicy,Vegetarian
Sheer Khurma Recipe - Seviyan or Vermicelli Kheer Pudding,Spicy,Vegetarian
Baked Fish In Coconut Milk Recipe,Spicy,Non-Vegetarian
Andhra Style Chicken Fry Recipe,Spicy,Non-Vegetarian
Kashmiri Monj Haakh Recipe - Knol Khol Flavored With Asafoetida,Spicy,Vegetarian
Tamatar Chaat Banarasi Style Recipe,Spicy,Vegetarian
Mexican Salsa Chicken With Italian Cream Cheese Recipe,Spicy,Non-Vegetarian
Baked Pasta Recipe With Spinach And Artichoke,Spicy,Vegetarian
Chicken Chilli Cheese Quesadillas Recipe,Spicy,Non-Vegetarian
Eggless Oats Cranberry Almond Cookies Recipe,Non-Spicy,Vegetarian
Italian Style Broccoli And Cauliflower Soup Recipe,Spicy,Vegetarian
Restaurant Style Chettinad Style Fish Curry Recipe,Spicy,Non-Vegetarian
Arugula & Fig Salad Recipe,Spicy,Vegetarian
French Toast BLT Bagel Sandwich Recipe,Spicy,Non-Vegetarian
Parmesan Cheese Biscuits Recipe,Spicy,Vegetarian
Sooji Manpasand Burfi Recipe - Semolina Coconut Fudge,Non-Spicy,Vegetarian
Eggless Beetroot Brownie Recipe Made With Amaranth Flour,Spicy,Vegetarian
Coconut Thumbprint Cookies With Pineapple And Apricot Preserve Recipe,Non-Spicy,Vegetarian
Bharwa Karela With Sweet Potato Filling Recipe,Spicy,Vegetarian
Kerala Cherupayar Curry Recipe (Green Moong and Yellow Moong Dal Recipe),Spicy,Vegetarian
Rava Kakdi Thalipeeth Recipe (Maharashtrian Style Semolina-Cucumber Flatbread),Spicy,Vegetarian
Kachi Tikya Recipe  - Chicken In Tomato Gravy With Potatoes,Spicy,Non-Vegetarian
Nei Appam / Unniyappam Recipe - Coconut Banana Fritters,Spicy,Vegetarian
Maharashtrian Batatyacha Kees Recipe (Pan Fried Spiced Potatoes with Peanuts),Spicy,Vegetarian
Kathiri Urulai Masala Kuzhambu Recipe - Brinjal And Potato Masala Gravy,Spicy,Non-Vegetarian
